Total_Experience,Total_Experience_in_field_applied,Department,Role,Industry,Organization,Designation,Education,Graduation_Specialization,University_Grad,Passing_Year_Of_Graduation,PG_Specialization,University_PG,Passing_Year_Of_PG,PHD_Specialization,University_PHD,Passing_Year_Of_PHD,Curent_Location,Preferred_location,Current_CTC,Inhand_Offer,Last_Appraisal_Rating,No_Of_Companies_worked,Number_of_Publications,Certifications,International_degree_any,Expected_CTC
23,21,Accounts,Financial Analyst,BFSI,E,HR,PG,Economics,Nagpur,1989.0,Others,Nagpur,1991.0,Engineering,Guwahati,1997.0,Mumbai,Kolkata,1729831,Y,Key_Performer,5,4,1,0,2283376
11,10,IT-Software,Bio statistician,IT,K,Director,Under Grad,,,,,,,,,,Guwahati,Nagpur,1204714,N,D,3,4,0,0,1385421
6,0,Engineering,Analyst,Automobile,B,Director,Doctorate,Engineering,Lucknow,2014.0,Engineering,Lucknow,2013.0,,,,Guwahati,Lucknow,1627201,N,A,4,0,0,0,2284590
3,3,Engineering,Sales Manager,Training,F,Consultant,Doctorate,Arts,Kolkata,2017.0,,,,,,,Pune,Ahmedabad,1321319,N,D,1,0,0,0,1641078
19,16,Healthcare,Business Analyst,Telecom,G,Sr.Manager,Under Grad,,,,,,,,,,Mangalore,Delhi,2753734,N,D,5,7,0,0,3166794
24,24,Top Management,Sales Execituve,Others,P,Manager,Under Grad,,,,,,,,,,Chennai,Jaipur,2291085,N,A,2,0,2,0,2863856
10,9,Analytics/BI,Data scientist,IT,E,Research Scientist,Under Grad,,,,,,,,,,Pune,Surat,1639478,N,A,6,1,2,0,2049347
7,3,Healthcare,Bio statistician,Automobile,J,CA,PG,Economics,Surat,2005.0,Economics,Surat,2007.0,Economics,Mumbai,2013.0,Guwahati,Lucknow,905144,N,A,1,4,0,0,1223754
4,3,Education,Associate,Analytics,G,Marketing Manager,Under Grad,,,,,,,,,,Kolkata,Nagpur,613478,Y,Key_Performer,3,5,0,0,829422
1,1,Others,Team Lead,BFSI,L,HR,PG,Mathematics,Mangalore,2012.0,Mathematics,Mangalore,2014.0,Mathematics,Pune,2019.0,Bhubaneswar,Guwahati,504209,N,B,3,3,0,0,645387
25,0,Others,Sales Manager,FMCG,I,CA,Under Grad,,,,,,,,,,Kanpur,Jaipur,2675129,N,B,3,6,0,0,3343911
8,8,Others,Financial Analyst,Insurance,D,Director,PG,Economics,Jaipur,2006.0,Economics,Jaipur,2008.0,Others,Lucknow,2012.0,Bangalore,Lucknow,1183755,Y,B,2,7,1,0,1562556
4,0,Others,Project Manager,Telecom,A,Manager,PG,Sociology,Bangalore,2010.0,Sociology,Bangalore,2012.0,Sociology,Bhubaneswar,2016.0,Delhi,Bangalore,1234618,Y,Key_Performer,2,5,1,0,1694883
7,7,,Consultant,Analytics,E,Manager,Under Grad,,,,,,,,,,Nagpur,Delhi,1044842,N,C,4,5,0,0,1201568
15,4,HR,Head,Insurance,K,Assistant Manager,PG,Arts,Surat,1999.0,Arts,Surat,2001.0,Arts,Surat,2005.0,Pune,Lucknow,1995666,N,D,2,8,0,1,2386816
23,14,Accounts,Team Lead,Retail,E,Web Designer,Grad,Economics,Ahmedabad,1988.0,Economics,Ahmedabad,1990.0,Economics,Bangalore,1997.0,Jaipur,Nagpur,1656640,Y,C,5,4,3,0,1950859
13,7,Top Management,Sales Execituve,FMCG,F,fresher,Doctorate,Sociology,Pune,1998.0,Sociology,Pune,2000.0,Sociology,Mangalore,2007.0,Mumbai,Delhi,1904177,N,A,2,4,0,0,2570638
22,5,Banking,Others,BFSI,E,Data Analyst,Grad,Others,Mangalore,1992.0,Botony,Mangalore,1994.0,Chemistry,Mumbai,1998.0,Mangalore,Bhubaneswar,2712511,N,C,4,4,0,0,3119387
17,15,Analytics/BI,Team Lead,Analytics,F,HR,Grad,Chemistry,Bhubaneswar,1997.0,Chemistry,Bhubaneswar,1999.0,Chemistry,Lucknow,2003.0,Nagpur,Mangalore,2586976,Y,Key_Performer,4,5,0,0,3311329
22,2,Engineering,Head,BFSI,E,HR,PG,Psychology,Lucknow,1992.0,Psychology,Lucknow,1994.0,Psychology,Kolkata,1998.0,Jaipur,Kanpur,2295553,N,B,3,4,0,1,2984218
4,0,Marketing,Others,Others,E,Web Designer,PG,Chemistry,Mangalore,2010.0,Chemistry,Mangalore,2012.0,Chemistry,Guwahati,2016.0,Mumbai,Pune,1365435,Y,Key_Performer,5,3,0,0,1874469
23,6,Engineering,Analyst,Training,E,fresher,PG,Botony,Nagpur,1997.0,,,,,,,Bhubaneswar,Jaipur,3277811,N,D,4,0,0,0,3920261
22,11,Engineering,Analyst,Others,E,Web Designer,Grad,Mathematics,Delhi,1998.0,Mathematics,Delhi,2012.0,,,,Bhubaneswar,Jaipur,2424217,Y,Key_Performer,6,2,0,0,3102997
23,14,Analytics/BI,Consultant,Others,J,Director,Grad,Mathematics,Mumbai,1990.0,Others,Mumbai,1992.0,Engineering,Mumbai,1997.0,Bhubaneswar,Delhi,2503897,N,B,3,7,0,0,3129871
22,13,IT-Software,Financial Analyst,IT,N,Assistant Manager,PG,Mathematics,Jaipur,1991.0,Mathematics,Jaipur,1993.0,Mathematics,Kolkata,1998.0,Delhi,Lucknow,3220199,N,D,3,6,0,0,3851358
2,0,Engineering,Project Manager,IT,J,Network Engineer,Under Grad,,,,,,,,,,Mumbai,Ahmedabad,484213,Y,A,2,8,1,0,629476
19,13,Banking,Analyst,Training,L,Manager,Doctorate,Statistics,Pune,1995.0,Statistics,Pune,1997.0,Statistics,Lucknow,2001.0,Lucknow,Jaipur,3461863,N,C,2,7,0,0,4299633
4,3,Sales,Bio statistician,IT,M,Product Manager,Under Grad,,,,,,,,,,Bhubaneswar,Surat,625939,Y,Key_Performer,3,3,0,0,846269
17,0,Sales,Financial Analyst,Telecom,O,Web Designer,PG,Statistics,Nagpur,1994.0,Statistics,Nagpur,1996.0,Statistics,Bangalore,2003.0,Kolkata,Kolkata,3360529,Y,D,2,8,1,0,4081026
6,3,IT-Software,Associate,Telecom,E,Manager,PG,Mathematics,Ahmedabad,2005.0,Mathematics,Ahmedabad,2007.0,Mathematics,Pune,2014.0,Mumbai,Surat,1323953,N,B,3,5,3,0,1721138
20,11,Healthcare,Bio statistician,Retail,M,Marketing Manager,Doctorate,Zoology,Lucknow,1993.0,Zoology,Lucknow,1995.0,Zoology,Surat,2000.0,Kanpur,Lucknow,2923541,Y,Key_Performer,2,4,0,0,4092957
8,1,Sales,Sales Execituve,Retail,E,Network Engineer,Doctorate,Economics,Jaipur,2004.0,Others,Jaipur,2006.0,Others,Nagpur,2012.0,Surat,Bhubaneswar,1848489,N,C,6,7,0,0,2295823
13,0,Education,Sales Execituve,Insurance,C,HR,PG,Sociology,Mumbai,2001.0,Sociology,Mumbai,2003.0,Sociology,Delhi,2007.0,Chennai,Bhubaneswar,1305263,N,C,6,8,1,0,1561094
20,5,IT-Software,CEO,BFSI,I,Others,Grad,Chemistry,Guwahati,1992.0,Chemistry,Guwahati,1994.0,Chemistry,Bhubaneswar,2000.0,Lucknow,Surat,2680475,N,D,6,3,0,1,3082546
20,3,Top Management,Project Manager,Insurance,K,Product Manager,Grad,Chemistry,Lucknow,1991.0,Chemistry,Lucknow,1993.0,Others,Ahmedabad,2000.0,Pune,Ahmedabad,2420703,Y,A,6,5,0,0,3098499
9,1,Education,Project Manager,Aviation,F,Marketing Manager,Under Grad,,,,,,,,,,Guwahati,Kanpur,1302256,N,A,1,4,1,0,1627820
23,1,IT-Software,Head,Retail,H,HR,Under Grad,,,,,,,,,,Ahmedabad,Jaipur,1621038,Y,A,2,3,0,1,2107349
16,3,HR,Sales Manager,Analytics,B,Product Manager,Under Grad,,,,,,,,,,Nagpur,Mangalore,1892397,N,Key_Performer,2,0,0,0,2365496
20,11,Top Management,Sales Execituve,IT,E,Research Analyst,Grad,Statistics,Kolkata,1991.0,Statistics,Kolkata,1993.0,Statistics,Lucknow,2000.0,Jaipur,Pune,2583672,Y,Key_Performer,5,5,2,0,3307100
17,17,Sales,Head,Others,K,Web Designer,PG,Economics,Jaipur,2003.0,Economics,Jaipur,2017.0,,,,Mangalore,Bangalore,3003969,N,Key_Performer,4,1,0,0,3905159
2,0,Banking,Consultant,Automobile,N,Data Analyst,Doctorate,Mathematics,Mangalore,2011.0,Others,Mangalore,2013.0,Economics,Bhubaneswar,2018.0,Bangalore,Jaipur,545253,Y,B,2,3,0,0,763354
8,3,Analytics/BI,Project Manager,Aviation,C,Research Scientist,Grad,Psychology,Delhi,2012.0,,,,,,,Lucknow,Pune,1157735,N,B,6,1,0,0,1447168
21,13,Top Management,Sr. Business Analyst,Analytics,N,Others,Doctorate,Economics,Surat,1990.0,Economics,Surat,1992.0,Economics,Jaipur,1999.0,Nagpur,Ahmedabad,2305488,N,A,2,8,0,0,3112408
6,3,Engineering,Project Manager,Analytics,P,HR,Grad,Psychology,Surat,2005.0,Psychology,Surat,2007.0,Psychology,Delhi,2014.0,Pune,Surat,1177729,N,B,4,5,0,0,1472161
12,9,Engineering,Analyst,IT,F,Manager,Grad,Psychology,Ahmedabad,2000.0,Psychology,Ahmedabad,2002.0,Psychology,Mumbai,2008.0,Ahmedabad,Surat,2019780,N,A,4,7,0,0,2524725
6,6,Marketing,Sales Execituve,Training,I,Assistant Manager,Grad,Botony,Jaipur,2006.0,Botony,Jaipur,2008.0,Botony,Surat,2014.0,Kolkata,Guwahati,1319634,N,D,6,5,2,0,1517579
12,2,Analytics/BI,Senior Researcher,IT,G,Consultant,Doctorate,Arts,Mangalore,2008.0,Arts,Mangalore,2012.0,,,,Mangalore,Bangalore,1917359,N,D,5,1,0,0,2381359
18,12,HR,Financial Analyst,IT,C,Director,Grad,Statistics,Lucknow,1993.0,Others,Lucknow,1995.0,Others,Lucknow,2002.0,Lucknow,Nagpur,2415151,N,D,2,5,0,0,2777423
12,9,Sales,Bio statistician,Telecom,B,Consultant,Grad,Economics,Guwahati,1999.0,Economics,Guwahati,2001.0,Others,Pune,2008.0,Kanpur,Bangalore,2007286,Y,Key_Performer,4,5,0,0,2569326
0,0,,,,,fresher,Under Grad,,,,,,,,,,Kolkata,Delhi,0,N,,0,2,4,0,383822
24,15,Education,Head,Others,J,Consultant,Under Grad,,,,,,,,,,Mangalore,Jaipur,1800026,N,B,4,0,2,0,2250032
0,0,,,,,fresher,Grad,Mathematics,Pune,2014.0,Mathematics,Pune,2016.0,Mathematics,Surat,2020.0,Bhubaneswar,Kolkata,0,N,,0,6,0,0,642526
23,15,Banking,Consultant,Analytics,A,fresher,Grad,Arts,Lucknow,1988.0,Arts,Lucknow,1990.0,Others,Mangalore,1997.0,Ahmedabad,Nagpur,2226006,N,B,6,7,0,0,2782507
4,1,IT-Software,Team Lead,Telecom,P,Network Engineer,Grad,Mathematics,Delhi,2008.0,Mathematics,Delhi,2010.0,Mathematics,Surat,2016.0,Kolkata,Lucknow,500449,Y,C,4,3,4,0,589328
13,8,Analytics/BI,Data scientist,IT,A,Marketing Manager,Grad,Statistics,Bangalore,2007.0,Statistics,Bangalore,2008.0,,,,Bhubaneswar,Jaipur,1831336,N,Key_Performer,4,0,0,0,2289170
2,1,,Scientist,Retail,O,Marketing Manager,PG,Arts,Ahmedabad,2011.0,Arts,Ahmedabad,2013.0,Arts,Mumbai,2018.0,Bhubaneswar,Jaipur,696833,Y,B,1,7,1,0,919819
14,13,Engineering,Project Manager,Training,C,Sr.Manager,Grad,Statistics,Guwahati,2006.0,Statistics,Guwahati,2009.0,,,,Pune,Kolkata,1962955,N,B,3,1,0,0,2453693
5,2,HR,Associate,Retail,L,fresher,Doctorate,Zoology,Kolkata,2007.0,Zoology,Kolkata,2009.0,Zoology,Surat,2015.0,Mumbai,Kolkata,1265911,N,C,3,4,0,0,1572261
2,2,Healthcare,Bio statistician,IT,E,Network Engineer,PG,Statistics,Kolkata,2010.0,Others,Kolkata,2012.0,Statistics,Ahmedabad,2018.0,Delhi,Guwahati,505738,N,B,2,3,3,0,657459
13,5,Others,Scientist,Insurance,P,Consultant,PG,Chemistry,Nagpur,2007.0,Chemistry,Nagpur,2011.0,,,,Bhubaneswar,Chennai,1980665,Y,C,3,2,0,0,2405319
6,0,Marketing,Sales Manager,Training,A,fresher,Under Grad,,,,,,,,,,Mangalore,Kolkata,1185813,N,A,6,5,0,0,1541556
19,2,Healthcare,Analyst,IT,N,HR,Under Grad,,,,,,,,,,Bhubaneswar,Pune,2451111,Y,B,4,7,3,0,3186444
19,19,Sales,Scientist,Insurance,D,Marketing Manager,PG,Others,Mumbai,1992.0,Mathematics,Mumbai,1994.0,Zoology,Bangalore,2001.0,Guwahati,Lucknow,3449539,Y,Key_Performer,3,6,0,0,4553391
12,3,Engineering,Scientist,Aviation,J,Assistant Manager,Doctorate,Statistics,Nagpur,1999.0,Statistics,Nagpur,2001.0,Statistics,Ahmedabad,2008.0,Chennai,Guwahati,1515074,N,A,3,8,0,1,2045349
19,3,Education,Financial Analyst,IT,D,Software Developer,Under Grad,,,,,,,,,,Pune,Nagpur,1911780,Y,A,4,3,1,0,2485314
16,0,Banking,Sales Execituve,BFSI,B,Network Engineer,Under Grad,,,,,,,,,,Mumbai,Delhi,2762009,Y,C,3,6,0,0,3303362
20,11,HR,Team Lead,FMCG,L,Marketing Manager,Under Grad,,,,,,,,,,Chennai,Chennai,2570336,N,D,3,1,3,0,2955886
6,5,,Analyst,Telecom,C,fresher,PG,Sociology,Kolkata,2014.0,Sociology,Kolkata,2020.0,,,,Bangalore,Delhi,1025925,N,A,5,2,2,0,1387050
0,0,,,,,fresher,Grad,Zoology,Nagpur,2020.0,,,,,,,Ahmedabad,Guwahati,0,N,,0,1,0,0,311404
7,2,Marketing,Project Manager,FMCG,C,Consultant,Doctorate,Chemistry,Mangalore,2007.0,Chemistry,Mangalore,2009.0,Chemistry,Guwahati,2013.0,Mangalore,Mangalore,2126211,Y,C,5,7,0,0,2738559
6,5,Banking,Sales Execituve,Retail,M,Assistant Manager,Under Grad,,,,,,,,,,Jaipur,Surat,1088533,N,D,2,0,1,0,1251812
14,0,Sales,Project Manager,Aviation,C,Web Designer,Grad,Chemistry,Kolkata,1997.0,Chemistry,Kolkata,1999.0,Chemistry,Delhi,2006.0,Kanpur,Surat,2084623,N,D,4,7,4,0,2397316
16,14,Others,Others,FMCG,E,Marketing Manager,Grad,Others,Nagpur,1997.0,Engineering,Nagpur,1999.0,Sociology,Nagpur,2004.0,Nagpur,Guwahati,2546326,Y,D,5,7,0,0,2998553
6,4,,Business Analyst,Automobile,F,Data Analyst,Under Grad,,,,,,,,,,Kolkata,Bangalore,1036028,N,D,3,8,3,0,1191432
13,1,Accounts,Financial Analyst,Insurance,N,CA,PG,Statistics,Surat,2007.0,Statistics,Surat,2011.0,,,,Bangalore,Pune,1427455,Y,C,6,1,2,0,1733501
25,0,,Sales Manager,BFSI,I,Research Scientist,Grad,Arts,Lucknow,1995.0,,,,,,,Chennai,Chennai,2433863,N,Key_Performer,6,0,0,0,3042328
8,2,Analytics/BI,Data scientist,FMCG,I,Data Analyst,Under Grad,,,,,,,,,,Bhubaneswar,Kanpur,568530,N,D,5,5,1,0,653809
2,0,,Scientist,Insurance,I,HR,Doctorate,Arts,Surat,2009.0,Arts,Surat,2011.0,Arts,Nagpur,2018.0,Kolkata,Mumbai,871482,N,B,3,7,0,0,1089352
18,14,Engineering,Business Analyst,Aviation,E,HR,Doctorate,Statistics,Bhubaneswar,1993.0,Statistics,Bhubaneswar,1995.0,Statistics,Guwahati,2002.0,Guwahati,Surat,3597117,N,D,6,7,0,0,4467619
4,1,Healthcare,Scientist,Training,K,CA,Doctorate,Mathematics,Bhubaneswar,2016.0,Mathematics,Bhubaneswar,2012.0,,,,Mumbai,Bangalore,1028229,N,Key_Performer,4,1,0,0,1443633
9,5,Engineering,Others,FMCG,D,Product Manager,Grad,Botony,Lucknow,2011.0,,,,,,,Chennai,Surat,1049130,N,Key_Performer,1,0,0,0,1311412
2,0,Analytics/BI,Others,Others,D,Network Engineer,PG,Chemistry,Bhubaneswar,2012.0,Chemistry,Bhubaneswar,2014.0,Chemistry,Bhubaneswar,2018.0,Guwahati,Lucknow,679446,Y,B,2,6,1,0,896868
6,3,Engineering,Analyst,BFSI,K,Others,Under Grad,,,,,,,,,,Bangalore,Bangalore,1198108,N,D,3,8,3,0,1377824
2,0,HR,Financial Analyst,FMCG,J,HR,Doctorate,Economics,Lucknow,2010.0,Economics,Lucknow,2012.0,Economics,Nagpur,2018.0,Chennai,Kolkata,503462,Y,B,3,3,0,0,704846
21,8,,Others,IT,E,Others,Grad,Zoology,Mumbai,1999.0,Zoology,Mumbai,2010.0,,,,Mangalore,Chennai,2679158,N,A,3,1,0,0,3348947
19,4,Analytics/BI,Team Lead,Aviation,N,fresher,Doctorate,Arts,Mumbai,1993.0,Arts,Mumbai,1995.0,Arts,Ahmedabad,2001.0,Bangalore,Kolkata,3111249,N,A,2,7,0,0,4200186
25,2,Healthcare,CEO,BFSI,E,Research Analyst,Grad,Arts,Jaipur,1995.0,Arts,Jaipur,2010.0,,,,Nagpur,Kanpur,2412627,N,B,4,0,3,1,3015783
9,0,HR,Sales Manager,Automobile,J,Others,PG,Arts,Jaipur,2011.0,,,,,,,Chennai,Mumbai,1342827,N,A,2,0,1,0,1745675
3,3,HR,Analyst,BFSI,I,Manager,Under Grad,,,,,,,,,,Mumbai,Lucknow,676755,Y,C,1,6,1,0,809398
2,2,Education,Analyst,Analytics,C,Manager,Doctorate,Zoology,Bangalore,2018.0,Others,Bangalore,2011.0,,,,Mumbai,Surat,837130,N,A,3,0,0,0,1046412
25,2,Top Management,Senior Analyst,Others,O,Medical Officer,Doctorate,Psychology,Delhi,1995.0,,,,,,,Surat,Bangalore,2385356,Y,Key_Performer,3,1,0,0,3339498
18,0,Top Management,Area Sales Manager,Telecom,P,Manager,Under Grad,,,,,,,,,,Mumbai,Mangalore,1621751,N,C,2,5,3,0,1865013
1,0,Education,Bio statistician,Retail,B,Others,PG,Psychology,Kolkata,2010.0,Psychology,Kolkata,2012.0,Psychology,Surat,2019.0,Mumbai,Jaipur,452992,N,B,3,7,2,0,588889
0,0,,,,,fresher,PG,Zoology,Bhubaneswar,2020.0,Zoology,Bhubaneswar,2014.0,,,,Delhi,Guwahati,0,N,,0,1,0,0,479430
4,3,Healthcare,Bio statistician,BFSI,J,Marketing Manager,Grad,Zoology,Mumbai,2016.0,Others,Mumbai,2009.0,,,,Lucknow,Kanpur,516496,N,C,1,0,0,0,593970
15,6,Banking,CEO,IT,P,Marketing Manager,PG,Statistics,Mangalore,1997.0,Others,Mangalore,1999.0,Engineering,Bhubaneswar,2005.0,Mumbai,Kanpur,1408316,Y,B,4,3,3,0,1858977
0,0,,,,,fresher,Under Grad,,,,,,,,,,Mangalore,Kolkata,0,N,,0,0,0,0,363768
4,0,Marketing,Analyst,Analytics,F,Manager,Under Grad,,,,,,,,,,Kanpur,Pune,524985,Y,Key_Performer,2,3,2,0,709779
12,4,Engineering,Sales Manager,Retail,P,fresher,Doctorate,Psychology,Delhi,1999.0,Psychology,Delhi,2001.0,Others,Delhi,2008.0,Guwahati,Jaipur,1767061,N,D,3,4,0,0,2194689
12,7,Education,Bio statistician,FMCG,O,Web Designer,Under Grad,,,,,,,,,,Bangalore,Lucknow,1567834,N,B,4,3,2,0,1959792
0,0,,,,,fresher,PG,Others,Lucknow,2014.0,Mathematics,Lucknow,2016.0,Psychology,Delhi,2020.0,Kanpur,Guwahati,0,N,,0,6,0,0,622875
10,10,,Consultant,IT,F,fresher,Under Grad,,,,,,,,,,Kolkata,Kanpur,1153993,N,D,2,5,3,0,1327091
18,6,Top Management,Area Sales Manager,FMCG,P,fresher,Grad,Sociology,Kolkata,1995.0,Sociology,Kolkata,1997.0,Sociology,Kolkata,2002.0,Bangalore,Mumbai,2536704,Y,Key_Performer,4,7,0,0,3246981
5,3,HR,Sales Execituve,Training,B,Data Analyst,Under Grad,,,,,,,,,,Mumbai,Mumbai,603300,N,C,1,8,1,0,693795
24,23,Banking,Bio statistician,Telecom,F,Research Analyst,Doctorate,Engineering,Mangalore,1990.0,Engineering,Mangalore,1992.0,Engineering,Kolkata,1996.0,Nagpur,Bangalore,3442999,Y,C,2,7,0,0,4434582
19,18,IT-Software,Sales Execituve,IT,L,Product Manager,Doctorate,Chemistry,Kolkata,2001.0,Chemistry,Kolkata,2013.0,,,,Jaipur,Kolkata,3824885,Y,D,3,1,0,0,4926451
22,19,Analytics/BI,Financial Analyst,BFSI,H,Software Developer,PG,Engineering,Surat,1991.0,Others,Surat,1993.0,Zoology,Ahmedabad,1998.0,Bangalore,Chennai,2931258,Y,D,2,8,2,0,3559719
5,2,Engineering,Associate,Aviation,B,Medical Officer,Doctorate,Botony,Delhi,2007.0,Botony,Delhi,2009.0,Botony,Kolkata,2015.0,Mangalore,Surat,1203469,N,D,4,5,0,0,1494708
8,0,Healthcare,Bio statistician,Insurance,H,Data Analyst,Under Grad,,,,,,,,,,Jaipur,Mangalore,935460,Y,Key_Performer,6,3,1,0,1264741
11,7,Sales,Bio statistician,Aviation,J,Marketing Manager,PG,Others,Mangalore,2000.0,Mathematics,Mangalore,2002.0,Zoology,Pune,2009.0,Mumbai,Delhi,1466692,N,B,2,3,0,0,1906699
18,15,Banking,Senior Researcher,Telecom,G,Research Analyst,Under Grad,,,,,,,,,,Lucknow,Jaipur,1655228,N,C,5,6,3,0,1903512
22,22,Others,Sales Execituve,Automobile,M,Assistant Manager,Grad,Psychology,Bhubaneswar,1990.0,Psychology,Bhubaneswar,1992.0,Psychology,Nagpur,1998.0,Delhi,Chennai,2494466,N,D,2,5,3,0,2868635
20,0,HR,Sales Execituve,Automobile,B,Network Engineer,Under Grad,,,,,,,,,,Delhi,Kolkata,2235725,N,A,4,6,4,0,2794656
9,7,Top Management,Project Manager,Telecom,M,Consultant,Grad,Psychology,Bangalore,2004.0,Psychology,Bangalore,2006.0,Psychology,Delhi,2011.0,Lucknow,Delhi,1326618,Y,Key_Performer,3,5,0,0,1698071
21,1,Others,Business Analyst,Insurance,M,Data Analyst,Under Grad,,,,,,,,,,Mangalore,Delhi,2019106,N,D,4,3,2,0,2321971
8,5,Engineering,Senior Researcher,Others,C,Assistant Manager,PG,Psychology,Guwahati,2005.0,Psychology,Guwahati,2007.0,Psychology,Delhi,2012.0,Delhi,Mangalore,1037807,N,B,5,3,0,0,1349149
25,18,Analytics/BI,Scientist,Retail,K,Software Developer,Grad,Others,Pune,1988.0,Botony,Pune,1990.0,Others,Jaipur,1995.0,Pune,Surat,2594016,Y,Key_Performer,4,5,0,1,3320340
11,2,Healthcare,Business Analyst,Telecom,B,Web Designer,Doctorate,Others,Delhi,2001.0,Engineering,Delhi,2003.0,Statistics,Surat,2009.0,Pune,Surat,2159641,N,B,6,8,0,0,2915515
8,2,Healthcare,Business Analyst,Aviation,J,Network Engineer,Grad,Chemistry,Guwahati,2006.0,Chemistry,Guwahati,2008.0,Chemistry,Lucknow,2012.0,Kanpur,Mumbai,1321401,Y,Key_Performer,3,3,4,0,1759049
12,11,Education,Financial Analyst,Insurance,A,Research Analyst,Doctorate,Economics,Delhi,1999.0,Economics,Delhi,2001.0,Economics,Mangalore,2008.0,Ahmedabad,Delhi,2343317,N,A,5,4,0,0,3163477
13,4,Accounts,Sales Manager,Insurance,P,Product Manager,Doctorate,Chemistry,Guwahati,1999.0,Chemistry,Guwahati,2001.0,Chemistry,Delhi,2007.0,Jaipur,Kolkata,2282351,Y,D,2,3,0,0,2939668
8,5,Others,Bio statistician,Insurance,N,Research Analyst,Under Grad,,,,,,,,,,Bhubaneswar,Guwahati,639537,N,A,3,0,1,0,831398
11,0,IT-Software,Team Lead,Others,G,Data Analyst,PG,Statistics,Delhi,2001.0,Statistics,Delhi,2003.0,Statistics,Bhubaneswar,2009.0,Chennai,Nagpur,2393886,N,D,3,8,0,0,2863087
9,7,Accounts,Business Analyst,Others,H,Director,Under Grad,,,,,,,,,,Pune,Bangalore,1013326,N,C,5,3,2,0,1165324
18,15,Others,Business Analyst,Automobile,H,Research Analyst,PG,Sociology,Nagpur,2002.0,Sociology,Nagpur,2013.0,,,,Ahmedabad,Delhi,2309514,N,A,2,0,0,0,3002368
9,1,Analytics/BI,Scientist,IT,A,Manager,PG,Others,Ahmedabad,2011.0,Arts,Ahmedabad,2021.0,,,,Bhubaneswar,Kolkata,1043840,N,Key_Performer,4,0,1,0,1356992
23,23,Engineering,Bio statistician,Retail,M,HR,Doctorate,Economics,Ahmedabad,1988.0,Economics,Ahmedabad,1990.0,Economics,Ahmedabad,1997.0,Kolkata,Kanpur,2576746,Y,D,5,3,0,0,3318848
0,0,,,,,fresher,Grad,Zoology,Mumbai,2020.0,,,,,,,Surat,Nagpur,0,N,,0,0,0,0,311760
10,4,HR,Analyst,Telecom,P,Manager,Under Grad,,,,,,,,,,Chennai,Delhi,1468184,N,B,6,1,1,0,1835230
16,1,Analytics/BI,Data scientist,Retail,F,Data Analyst,Doctorate,Others,Pune,1996.0,Psychology,Pune,1998.0,Sociology,Lucknow,2004.0,Nagpur,Guwahati,3480264,Y,A,5,3,0,1,4872369
4,1,Engineering,Others,Training,A,Product Manager,PG,Economics,Surat,2007.0,Economics,Surat,2009.0,Economics,Delhi,2016.0,Jaipur,Kolkata,1491802,Y,Key_Performer,5,7,1,0,2047945
17,7,Sales,CEO,Training,O,Network Engineer,PG,Statistics,Lucknow,1994.0,Statistics,Lucknow,1996.0,Statistics,Delhi,2003.0,Lucknow,Mumbai,2691339,N,D,3,7,0,1,3218841
22,10,HR,Sales Execituve,FMCG,H,HR,Doctorate,Mathematics,Bhubaneswar,1991.0,Mathematics,Bhubaneswar,1993.0,Mathematics,Guwahati,1998.0,Chennai,Lucknow,2223936,N,C,2,8,0,0,2762128
11,4,Others,Analyst,Analytics,F,Product Manager,Under Grad,,,,,,,,,,Chennai,Jaipur,1368186,N,C,6,0,1,0,1573413
24,23,Analytics/BI,Business Analyst,Analytics,C,fresher,Grad,Sociology,Surat,1996.0,Others,Surat,2017.0,,,,Bhubaneswar,Mumbai,2532113,N,A,4,1,0,0,3165141
3,1,Others,Others,Training,C,Data Analyst,Under Grad,,,,,,,,,,Kanpur,Kolkata,593413,N,A,2,0,3,0,741766
8,3,Healthcare,Analyst,Automobile,J,Assistant Manager,Doctorate,Arts,Mumbai,2012.0,Others,Mumbai,2010.0,,,,Ahmedabad,Kanpur,1417858,N,D,2,2,0,0,1760979
0,0,,,,,fresher,Doctorate,Sociology,Surat,2012.0,Sociology,Surat,2014.0,Sociology,Kolkata,2020.0,Bhubaneswar,Bangalore,0,N,,0,5,0,0,799654
10,3,Engineering,Senior Researcher,Insurance,P,Research Analyst,Under Grad,,,,,,,,,,Delhi,Bangalore,1483667,N,A,3,6,2,0,1854583
21,12,Others,Senior Researcher,Retail,B,fresher,Doctorate,Botony,Mumbai,1990.0,Botony,Mumbai,1992.0,Botony,Ahmedabad,1999.0,Kolkata,Guwahati,3989948,N,A,2,5,0,0,5386429
14,11,Banking,Senior Researcher,Others,J,Manager,Under Grad,,,,,,,,,,Bhubaneswar,Mumbai,1612336,N,D,4,8,2,0,1854186
1,0,HR,Associate,Training,B,HR,Grad,Engineering,Ahmedabad,2012.0,Engineering,Ahmedabad,2014.0,Engineering,Mumbai,2019.0,Guwahati,Mumbai,682990,Y,B,2,6,0,0,853737
7,5,Others,Team Lead,Training,P,Research Analyst,Doctorate,Psychology,Mangalore,2007.0,Psychology,Mangalore,2009.0,Psychology,Jaipur,2013.0,Delhi,Ahmedabad,1994599,N,C,5,8,0,0,2477291
3,2,Marketing,Team Lead,BFSI,B,Assistant Manager,Under Grad,,,,,,,,,,Lucknow,Pune,686028,N,A,2,0,2,0,857535
